012140101,"Achicoria orgánica, fresca o refrigerada",0121401,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214010101,"Endibia orgánica, fresca o refrigerada",012140101,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214010199,"Achicoria orgánica, fresca o refrigerada, n.c.p.",012140101,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012140102,"Achicoria (excepto orgánica), fresca o refrigerada",0121401,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214010201,"Endibia, fresca o refrigerada",012140102,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214010299,"Achicoria, fresca o refrigerada, n.c.p.",012140102,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
0121402,"Lechuga, fresca o refrigerada",01214,5,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012140201,"Lechuga orgánica, fresca o refrigerada",0121402,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020101,"Lechuga criolla orgánica, fresca o refrigerada",012140201,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020199,"Lechuga orgánica, fresca o refrigerada, n.c.p.",012140201,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012140202,"Lechuga (excepto orgánica), fresca o refrigerada",0121402,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020201,"Lechuga '"Boston'", fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020202,"Lechuga '"frisee'", fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020203,"Lechuga '"lolla rossa'", fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020204,"Lechuga '"iceberg'", fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020205,"Lechuga morada, fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020206,"Lechuga romana o escarola, fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020207,"Lechuga '"baby leaf'", fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020208,"Lechuga americana, fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020209,"Lechuga '"salanova'", fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020210,"Lechuga '"Verónica'", fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020211,"Lechuga criolla, fresca o refrigerada",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01214020299,"Lechuga, fresca o refrigerada, n.c.p.",012140202,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01215,"Espinacas, frescas o refrigeradas",0121,4,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
0121500,"Espinacas, frescas o refrigeradas",01215,5,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012150001,"Espinacas orgánicas, frescas o refrigeradas",0121500,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01215000100,"Espinacas orgánicas, frescas o refrigeradas",012150001,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012150002,"Espinacas (excepto orgánicas), frescas o refrigeradas",0121500,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01215000200,"Espinacas (excepto orgánicas), frescas o refrigeradas",012150002,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01216,"Alcachofas, frescas o refrigeradas",0121,4,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
0121600,"Alcachofas, frescas o refrigeradas",01216,5,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012160001,"Alcachofa orgánica, fresca o refrigerada",0121600,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01216000100,"Alcachofa orgánica, fresca o refrigerada",012160001,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012160002,"Alcachofa (excepto orgánica), fresca o refrigerada",0121600,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01216000200,"Alcachofa (excepto orgánica), fresca o refrigerada",012160002,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219,"Vegetales de hoja o tallo, frescas o refrigeradas, n.c.p.",0121,4,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
0121901,"Berros, frescos o refrigerados",01219,5,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012190101,"Berros orgánicos, frescos o refrigerados",0121901,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219010100,"Berros orgánicos, frescos o refrigerados",012190101,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012190102,"Berros (excepto orgánicos), frescos o refrigerados",0121901,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219010201,"Berros de tierra, frescos o refrigerados",012190102,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219010202,"Berros de agua, frescos o refrigerados",012190102,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
0121999,"Hortalizas de hoja o de tallo, frescas o refrigeradas, n.c.p.",01219,5,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012199901,"Hortalizas de hoja o de tallo, orgánicas, frescas o refrigeradas, n.c.p.",0121999,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990101,"Acedera (alazán) orgánica, fresca o refrigerada",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990102,"Acelga orgánica, fresca o refrigerada",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990103,"Arúgula orgánica, fresca o refrigerada",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990104,"Estragón orgánico, fresco o refrigerado",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990105,"Mostaza china orgánica, fresca o refrigerada",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990106,"Perejil orgánico, fresco o refrigerado",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990107,"Perifollo orgánico, fresco o refrigerado",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990108,"Raddichio orgánico, fresco o refrigerado",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990109,"Satureja (savory) orgánica, fresca o refrigerada",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990110,"Verdolaga orgánica, fresca o refrigerada",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990199,"Hortalizas de hoja o de tallo orgánicas, frescas o refrigeradas, n.c.p.",012199901,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
012199902,"Hortalizas de hoja o de tallo (excepto orgánicas), frescas o refrigeradas, n.c.p.",0121999,6,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990201,"Acedera (alazán), fresca o refrigerada",012199902,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
01219990202,"Acelga, fresca o refrigerada",012199902,7,2026-03-05 17:22:46.361611,2026-03-05 17:22:46.361611
